Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,,,,,,
LTBH_1332,BUILDING,BUILDING,401029.96N,0262642.25E,223.93,14.76,NO,,NO,,,,,,,,,,
LTBH_1333,BUILDING,BUILDING,401029.69N,0262642.49E,221.82,14.76,NO,,NO,,,,,,,,,,
LTBH_1334,BUILDING,BUILDING,401023.38N,0262639.15E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1335,BUILDING,BUILDING,401022.29N,0262638.92E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1336,BUILDING,BUILDING,401022.09N,0262639.21E,182.73,14.76,NO,,NO,,,,,,,,,,
LTBH_1337,BUILDING,BUILDING,401019.58N,0262637.08E,176.73,14.76,NO,,NO,,,,,,,,,,
LTBH_1338,BUILDING,BUILDING,401019.27N,0262642.40E,231.13,14.76,NO,,NO,,,,,,,,,,
LTBH_1339,BUILDING,BUILDING,400935.32N,0262437.58E,179.75,54.13,NO,,NO,,,,,,,,,,
LTBH_1340,BUILDING,BUILDING,400935.13N,0262438.50E,183.33,54.13,NO,,NO,,,,,,,,,,
LTBH_1341,BUILDING,BUILDING,400942.38N,0262444.77E,203.83,44.29,NO,,NO,,,,,,,,,,
LTBH_1342,BUILDING,BUILDING,400941.68N,0262445.57E,203.85,44.29,NO,,NO,,,,,,,,,,
LTBH_1343,BUILDING,BUILDING,400941.43N,0262444.96E,205.01,44.29,NO,,NO,,,,,,,,,,
LTBH_1344,BUILDING,BUILDING,400940.98N,0262446.03E,203.96,44.29,NO,,NO,,,,,,,,,,
LTBH_1345,BUILDING,BUILDING,400945.11N,0262445.78E,191.76,44.29,NO,,NO,,,,,,,,,,
LTBH_1346,BUILDING,BUILDING,400945.34N,0262446.45E,186.03,44.29,NO,,NO,,,,,,,,,,
LTBH_1347,BUILDING,BUILDING,400944.80N,0262446.87E,188.58,44.29,NO,,NO,,,,,,,,,,
LTBH_1348,BUILDING,BUILDING,400944.91N,0262447.20E,185.67,44.29,NO,,NO,,,,,,,,,,
LTBH_1349,BUILDING,BUILDING,400943.73N,0262447.09E,175.90,24.61,NO,,NO,,,,,,,,,,
LTBH_1350,BUILDING,BUILDING,400943.30N,0262445.86E,200.94,44.29,NO,,NO,,,,,,,,,,
LTBH_1351,BUILDING,BUILDING,400942.80N,0262446.20E,201.62,44.29,NO,,NO,,,,,,,,,,
LTBH_1352,BUILDING,BUILDING,400947.32N,0262444.63E,192.36,44.29,NO,,NO,,,,,,,,,,
LTBH_1353,BUILDING,BUILDING,400942.06N,0262446.70E,201.58,44.29,NO,,NO,,,,,,,,,,
LTBH_1354,BUILDING,BUILDING,400942.14N,0262448.15E,198.69,44.29,NO,,NO,,,,,,,,,,
LTBH_1355,BUILDING,BUILDING,400942.39N,0262449.35E,187.35,44.29,NO,,NO,,,,,,,,,,
LTBH_1356,BUILDING,BUILDING,400942.65N,0262450.36E,179.78,44.29,NO,,NO,,,,,,,,,,
LTBH_1357,BUILDING,BUILDING,400942.98N,0262451.51E,181.49,54.13,NO,,NO,,,,,,,,,,
LTBH_1358,BUILDING,BUILDING,400940.80N,0262448.21E,200.72,44.29,NO,,NO,,,,,,,,,,
LTBH_1359,BUILDING,BUILDING,400940.71N,0262449.47E,193.19,44.29,NO,,NO,,,,,,,,,,
LTBH_1360,BUILDING,BUILDING,400940.64N,0262450.57E,185.89,44.29,NO,,NO,,,,,,,,,,
LTBH_1361,BUILDING,BUILDING,400954.85N,0262439.91E,229.48,73.82,NO,,NO,,,,,,,,,,
LTBH_1362,BUILDING,BUILDING,400953.85N,0262440.40E,228.86,73.82,NO,,NO,,,,,,,,,,
LTBH_1363,BUILDING,BUILDING,400955.08N,0262443.71E,220.28,73.82,NO,,NO,,,,,,,,,,
LTBH_1364,BUILDING,BUILDING,400956.05N,0262442.85E,222.35,73.82,NO,,NO,,,,,,,,,,
LTBH_1365,BUILDING,BUILDING,400953.00N,0262441.36E,225.13,73.82,NO,,NO,,,,,,,,,,
LTBH_1366,BUILDING,BUILDING,400954.19N,0262444.38E,213.57,73.82,NO,,NO,,,,,,,,,,
LTBH_1367,BUILDING,BUILDING,400952.33N,0262442.22E,225.32,73.82,NO,,NO,,,,,,,,,,
LTBH_1368,BUILDING,BUILDING,400952.79N,0262443.84E,219.72,73.82,NO,,NO,,,,,,,,,,
LTBH_1369,BUILDING,BUILDING,400950.72N,0262442.40E,187.21,34.45,NO,,NO,,,,,,,,,,
LTBH_1370,BUILDING,BUILDING,400940.43N,0262511.94E,205.79,63.98,NO,,NO,,,,,,,,,,
LTBH_1371,BUILDING,BUILDING,400941.10N,0262513.29E,196.70,63.98,NO,,NO,,,,,,,,,,
LTBH_1372,BUILDING,BUILDING,400942.19N,0262514.40E,190.68,63.98,NO,,NO,,,,,,,,,,
LTBH_1373,BUILDING,BUILDING,400942.11N,0262515.01E,187.79,63.98,NO,,NO,,,,,,,,,,
LTBH_1374,BUILDING,BUILDING,400942.99N,0262514.81E,187.43,63.98,NO,,NO,,,,,,,,,,
LTBH_1375,BUILDING,BUILDING,400943.07N,0262515.97E,183.15,63.98,NO,,NO,,,,,,,,,,
LTBH_1376,BUILDING,BUILDING,400942.61N,0262515.84E,182.86,63.98,NO,,NO,,,,,,,,,,
LTBH_1377,BUILDING,BUILDING,400944.63N,0262514.25E,197.91,73.82,NO,,NO,,,,,,,,,,
LTBH_1378,BUILDING,BUILDING,400943.79N,0262517.42E,178.64,63.98,NO,,NO,,,,,,,,,,
LTBH_1379,BUILDING,BUILDING,400935.09N,0262514.09E,203.51,63.98,NO,,NO,,,,,,,,,,
LTBH_1380,BUILDING,BUILDING,400934.37N,0262515.71E,202.63,63.98,NO,,NO,,,,,,,,,,
LTBH_1381,BUILDING,BUILDING,400928.12N,0262514.65E,178.68,14.76,NO,,NO,,,,,,,,,,
LTBH_1382,BUILDING,BUILDING,400933.43N,0262507.14E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1383,BUILDING,BUILDING,400936.85N,0262511.97E,221.51,73.82,NO,,NO,,,,,,,,,,
LTBH_1384,BUILDING,BUILDING,400938.08N,0262520.34E,174.87,63.98,NO,,NO,,,,,,,,,,
LTBH_1385,BUILDING,BUILDING,400943.89N,0262507.69E,177.41,44.29,NO,,NO,,,,,,,,,,
LTBH_1386,BUILDING,BUILDING,400944.49N,0262508.24E,174.29,44.29,NO,,NO,,,,,,,,,,
LTBH_1387,BUILDING,BUILDING,400930.84N,0262509.06E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1388,BUILDING,BUILDING,400931.05N,0262510.26E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1389,BUILDING,BUILDING,400931.32N,0262511.32E,188.65,24.61,NO,,NO,,,,,,,,,,
LTBH_1390,BUILDING,BUILDING,400930.94N,0262511.18E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1391,BUILDING,BUILDING,400955.65N,0262447.17E,186.95,54.13,NO,,NO,,,,,,,,,,
LTBH_1392,BUILDING,BUILDING,400557.36N,0262430.26E,241.35,54.13,NO,,NO,,,,,,,,,,
LTBH_1393,BUILDING,BUILDING,400555.73N,0262431.04E,250.98,54.13,NO,,NO,,,,,,,,,,
LTBH_1394,BUILDING,BUILDING,400554.71N,0262428.20E,245.68,54.13,NO,,NO,,,,,,,,,,
LTBH_1395,BUILDING,BUILDING,400554.56N,0262430.25E,250.98,54.13,NO,,NO,,,,,,,,,,
LTBH_1396,BUILDING,BUILDING,400556.14N,0262428.41E,200.90,14.76,NO,,NO,,,,,,,,,,
LTBH_1397,BUILDING,BUILDING,400557.51N,0262418.43E,210.81,63.98,NO,,NO,,,,,,,,,,
LTBH_1398,BUILDING,BUILDING,400557.42N,0262419.69E,215.14,63.98,NO,,NO,,,,,,,,,,
LTBH_1399,BUILDING,BUILDING,400557.77N,0262420.75E,210.50,63.98,NO,,NO,,,,,,,,,,
LTBH_1400,BUILDING,BUILDING,400554.22N,0262419.43E,183.40,14.76,NO,,NO,,,,,,,,,,
LTBH_1401,BUILDING,BUILDING,400553.61N,0262419.02E,182.96,14.76,NO,,NO,,,,,,,,,,
LTBH_1402,BUILDING,BUILDING,400743.65N,0262451.35E,70.54,54.13,YES,RED,NO,,,,,,,,,,
LTBH_1403,BUILDING,BUILDING,401019.31N,0262642.11E,229.29,14.76,NO,,NO,,,,,,,,,,
LTBH_1404,BUILDING,BUILDING,401017.77N,0262643.68E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1405,BUILDING,BUILDING,401018.30N,0262645.77E,240.50,14.76,NO,,NO,,,,,,,,,,
LTBH_1406,BUILDING,BUILDING,401018.37N,0262645.52E,241.43,14.76,NO,,NO,,,,,,,,,,
LTBH_1407,BUILDING,BUILDING,401015.39N,0262644.22E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1408,BUILDING,BUILDING,401015.57N,0262646.31E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1409,BUILDING,BUILDING,401021.98N,0262653.08E,260.61,14.76,NO,,NO,,,,,,,,,,
LTBH_1410,BUILDING,BUILDING,401021.07N,0262652.75E,257.36,14.76,NO,,NO,,,,,,,,,,
LTBH_1411,BUILDING,BUILDING,401021.32N,0262652.45E,259.39,14.76,NO,,NO,,,,,,,,,,
LTBH_1412,BUILDING,BUILDING,401020.99N,0262651.99E,253.67,14.76,NO,,NO,,,,,,,,,,
LTBH_1413,BUILDING,BUILDING,401020.24N,0262650.37E,245.74,14.76,NO,,NO,,,,,,,,,,
LTBH_1414,BUILDING,BUILDING,401017.57N,0262654.49E,256.82,24.61,NO,,NO,,,,,,,,,,
LTBH_1415,BUILDING,BUILDING,401019.32N,0262651.15E,246.28,14.76,NO,,NO,,,,,,,,,,
LTBH_1416,BUILDING,BUILDING,401019.01N,0262652.13E,249.85,14.76,NO,,NO,,,,,,,,,,
LTBH_1417,BUILDING,BUILDING,401019.65N,0262645.57E,229.94,14.76,NO,,NO,,,,,,,,,,
LTBH_1418,BUILDING,BUILDING,401020.32N,0262646.33E,224.87,14.76,NO,,NO,,,,,,,,,,
LTBH_1419,BUILDING,BUILDING,401026.83N,0262651.71E,259.71,14.76,NO,,NO,,,,,,,,,,
LTBH_1420,BUILDING,BUILDING,401026.65N,0262701.16E,333.04,14.76,NO,,NO,,,,,,,,,,
LTBH_1421,BUILDING,BUILDING,401025.40N,0262701.70E,324.50,14.76,NO,,NO,,,,,,,,,,
LTBH_1422,BUILDING,BUILDING,401027.18N,0262707.62E,369.09,24.61,NO,,NO,,,,,,,,,,
LTBH_1423,BUILDING,BUILDING,401023.33N,0262709.17E,357.40,24.61,NO,,NO,,,,,,,,,,
LTBH_1424,BUILDING,BUILDING,401016.64N,0262709.67E,283.02,24.61,NO,,NO,,,,,,,,,,
LTBH_1425,BUILDING,BUILDING,401016.86N,0262709.97E,284.55,24.61,NO,,NO,,,,,,,,,,
LTBH_1426,BUILDING,BUILDING,401016.21N,0262708.05E,274.41,24.61,NO,,NO,,,,,,,,,,
LTBH_1427,BUILDING,BUILDING,401016.39N,0262705.69E,265.72,24.61,NO,,NO,,,,,,,,,,
LTBH_1428,BUILDING,BUILDING,401009.76N,0262650.19E,195.72,14.76,NO,,NO,,,,,,,,,,
LTBH_1429,BUILDING,BUILDING,401009.63N,0262650.42E,198.10,14.76,NO,,NO,,,,,,,,,,
LTBH_1430,BUILDING,BUILDING,401009.32N,0262651.07E,201.71,14.76,NO,,NO,,,,,,,,,,
LTBH_1431,BUILDING,BUILDING,401009.17N,0262652.58E,210.06,14.76,NO,,NO,,,,,,,,,,
LTBH_1432,BUILDING,BUILDING,401007.37N,0262653.52E,211.01,14.76,NO,,NO,,,,,,,,,,
LTBH_1433,BUILDING,BUILDING,401006.64N,0262653.07E,203.37,14.76,NO,,NO,,,,,,,,,,
LTBH_1434,BUILDING,BUILDING,401006.31N,0262654.73E,217.86,24.61,NO,,NO,,,,,,,,,,
LTBH_1435,BUILDING,BUILDING,401005.88N,0262654.30E,201.82,14.76,NO,,NO,,,,,,,,,,
LTBH_1436,BUILDING,BUILDING,401005.26N,0262651.80E,185.78,14.76,NO,,NO,,,,,,,,,,
LTBH_1437,BUILDING,BUILDING,401005.28N,0262652.91E,190.41,14.76,NO,,NO,,,,,,,,,,
LTBH_1438,BUILDING,BUILDING,401005.49N,0262652.46E,190.51,14.76,NO,,NO,,,,,,,,,,
LTBH_1439,BUILDING,BUILDING,401004.54N,0262651.32E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1440,BUILDING,BUILDING,401004.49N,0262652.49E,191.38,24.61,NO,,NO,,,,,,,,,,
LTBH_1441,BUILDING,BUILDING,401013.80N,0262650.73E,228.87,24.61,NO,,NO,,,,,,,,,,
LTBH_1442,BUILDING,BUILDING,401005.41N,0262658.60E,214.95,14.76,NO,,NO,,,,,,,,,,
LTBH_1443,BUILDING,BUILDING,401005.51N,0262659.48E,217.54,14.76,NO,,NO,,,,,,,,,,
LTBH_1444,BUILDING,BUILDING,401006.42N,0262702.25E,234.05,14.76,NO,,NO,,,,,,,,,,
LTBH_1445,BUILDING,BUILDING,401007.51N,0262702.63E,261.98,34.45,NO,,NO,,,,,,,,,,
LTBH_1446,BUILDING,BUILDING,401008.13N,0262703.33E,265.93,34.45,NO,,NO,,,,,,,,,,
LTBH_1447,BUILDING,BUILDING,401007.94N,0262702.09E,252.57,24.61,NO,,NO,,,,,,,,,,
LTBH_1448,BUILDING,BUILDING,401006.93N,0262702.79E,239.27,14.76,NO,,NO,,,,,,,,,,
LTBH_1449,BUILDING,BUILDING,400939.45N,0262804.19E,300.70,14.76,NO,,NO,,,,,,,,,,
LTBH_1450,BUILDING,BUILDING,400937.13N,0262758.36E,277.23,14.76,NO,,NO,,,,,,,,,,
LTBH_1451,BUILDING,BUILDING,400935.63N,0262756.94E,269.22,14.76,NO,,NO,,,,,,,,,,
LTBH_1452,BUILDING,BUILDING,400934.46N,0262754.61E,277.23,14.76,NO,,NO,,,,,,,,,,
LTBH_1453,BUILDING,BUILDING,400955.13N,0262446.43E,186.45,54.13,NO,,NO,,,,,,,,,,
LTBH_1454,BUILDING,BUILDING,400954.81N,0262447.75E,182.34,54.13,NO,,NO,,,,,,,,,,
LTBH_1455,BUILDING,BUILDING,400956.44N,0262448.69E,187.27,54.13,NO,,NO,,,,,,,,,,
LTBH_1456,BUILDING,BUILDING,400959.14N,0262452.17E,177.09,44.29,NO,,NO,,,,,,,,,,
LTBH_1457,BUILDING,BUILDING,400958.38N,0262451.97E,175.81,44.29,NO,,NO,,,,,,,,,,
LTBH_1458,BUILDING,BUILDING,401000.28N,0262453.47E,175.53,44.29,NO,,NO,,,,,,,,,,
LTBH_1459,BUILDING,BUILDING,401001.33N,0262453.32E,195.21,63.98,NO,,NO,,,,,,,,,,
LTBH_1460,BUILDING,BUILDING,401002.64N,0262453.52E,195.21,63.98,NO,,NO,,,,,,,,,,
LTBH_1461,BUILDING,BUILDING,400958.43N,0262450.48E,179.85,44.29,NO,,NO,,,,,,,,,,
LTBH_1462,BUILDING,BUILDING,401003.40N,0262457.09E,199.08,73.82,NO,,NO,,,,,,,,,,
LTBH_1463,BUILDING,BUILDING,401004.87N,0262457.38E,199.01,73.82,NO,,NO,,,,,,,,,,
LTBH_1464,BUILDING,BUILDING,401004.21N,0262456.64E,192.05,63.98,NO,,NO,,,,,,,,,,
LTBH_1465,BUILDING,BUILDING,400958.53N,0262455.20E,192.67,73.82,NO,,NO,,,,,,,,,,
LTBH_1466,BUILDING,BUILDING,400957.46N,0262455.16E,187.97,73.82,NO,,NO,,,,,,,,,,
LTBH_1467,BUILDING,BUILDING,400953.67N,0262433.97E,190.66,24.61,NO,,NO,,,,,,,,,,
LTBH_1468,BUILDING,BUILDING,400844.67N,0262224.60E,349.54,14.76,NO,,NO,,,,,,,,,,
LTBH_1469,BUILDING,BUILDING,400843.93N,0262226.76E,281.75,14.76,NO,,NO,,,,,,,,,,
LTBH_1470,BUILDING,BUILDING,400842.83N,0262228.43E,254.82,14.76,NO,,NO,,,,,,,,,,
LTBH_1471,BUILDING,BUILDING,400843.21N,0262234.40E,201.50,24.61,NO,,NO,,,,,,,,,,
LTBH_1472,BUILDING,BUILDING,400845.85N,0262234.60E,199.11,14.76,NO,,NO,,,,,,,,,,
LTBH_1473,BUILDING,BUILDING,400847.19N,0262231.38E,310.18,34.45,NO,,NO,,,,,,,,,,
LTBH_1474,BUILDING,BUILDING,400839.96N,0262222.20E,251.20,14.76,NO,,NO,,,,,,,,,,
LTBH_1475,BUILDING,BUILDING,400839.17N,0262221.48E,244.21,14.76,NO,,NO,,,,,,,,,,
LTBH_1476,BUILDING,BUILDING,400839.34N,0262222.24E,242.40,14.76,NO,,NO,,,,,,,,,,
LTBH_1477,BUILDING,BUILDING,400836.85N,0262231.78E,201.03,14.76,NO,,NO,,,,,,,,,,
LTBH_1478,BUILDING,BUILDING,400834.25N,0262221.50E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1479,BUILDING,BUILDING,400833.56N,0262220.08E,238.84,24.61,NO,,NO,,,,,,,,,,
LTBH_1480,BUILDING,BUILDING,400833.59N,0262221.06E,232.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1481,BUILDING,BUILDING,400835.34N,0262207.68E,430.78,14.76,NO,,NO,,,,,,,,,,
LTBH_1482,BUILDING,BUILDING,400854.22N,0262134.36E,506.89,14.76,NO,,NO,,,,,,,,,,
LTBH_1483,BUILDING,BUILDING,400902.99N,0262125.36E,558.55,14.76,NO,,NO,,,,,,,,,,
LTBH_1484,BUILDING,BUILDING,400645.95N,0262501.14E,301.24,34.45,NO,,NO,,,,,,,,,,
LTBH_1485,BUILDING,BUILDING,400645.16N,0262501.27E,311.83,34.45,NO,,NO,,,,,,,,,,
LTBH_1486,BUILDING,BUILDING,400646.16N,0262501.98E,304.74,34.45,NO,,NO,,,,,,,,,,
LTBH_1487,BUILDING,BUILDING,401013.89N,0262715.59E,325.85,14.76,NO,,NO,,,,,,,,,,
LTBH_1488,BUILDING,BUILDING,401013.38N,0262716.22E,330.17,14.76,NO,,NO,,,,,,,,,,
LTBH_1489,BUILDING,BUILDING,401013.35N,0262716.91E,332.62,14.76,NO,,NO,,,,,,,,,,
LTBH_1490,BUILDING,BUILDING,400853.42N,0262211.07E,474.08,14.76,NO,,NO,,,,,,,,,,
LTBH_1491,BUILDING,BUILDING,400853.59N,0262212.20E,474.08,14.76,NO,,NO,,,,,,,,,,
LTBH_1492,BUILDING,BUILDING,400853.44N,0262213.15E,474.08,14.76,NO,,NO,,,,,,,,,,
LTBH_1493,BUILDING,BUILDING,400853.46N,0262213.42E,474.08,14.76,NO,,NO,,,,,,,,,,
LTBH_1494,BUILDING,BUILDING,400858.29N,0262205.66E,422.49,14.76,NO,,NO,,,,,,,,,,
LTBH_1495,BUILDING,BUILDING,400550.18N,0262429.84E,224.74,44.29,NO,,NO,,,,,,,,,,
LTBH_1496,BUILDING,BUILDING,400712.49N,0262631.01E,289.68,14.76,NO,,NO,,,,,,,,,,
LTBH_1497,BUILDING,BUILDING,400920.53N,0262733.94E,229.67,14.76,NO,,NO,,,,,,,,,,
LTBH_1498,BUILDING,BUILDING,400920.50N,0262732.77E,232.64,14.76,NO,,NO,,,,,,,,,,
LTBH_1499,BUILDING,BUILDING,400920.08N,0262733.38E,229.56,14.76,NO,,NO,,,,,,,,,,
LTBH_1500,BUILDING,BUILDING,400920.81N,0262733.12E,232.92,14.76,NO,,NO,,,,,,,,,,
LTBH_1501,BUILDING,BUILDING,400920.48N,0262512.88E,174.86,63.98,NO,,NO,,,,,,,,,,
LTBH_1502,BUILDING,BUILDING,400920.38N,0262514.47E,179.42,63.98,NO,,NO,,,,,,,,,,
LTBH_1503,BUILDING,BUILDING,400920.32N,0262515.67E,191.31,63.98,NO,,NO,,,,,,,,,,
LTBH_1504,BUILDING,BUILDING,400921.53N,0262513.24E,186.10,63.98,NO,,NO,,,,,,,,,,
LTBH_1505,BUILDING,BUILDING,400921.45N,0262514.41E,190.94,63.98,NO,,NO,,,,,,,,,,
LTBH_1506,BUILDING,BUILDING,400923.90N,0262512.83E,207.13,54.13,NO,,NO,,,,,,,,,,
LTBH_1507,BUILDING,BUILDING,400923.72N,0262513.70E,217.93,63.98,NO,,NO,,,,,,,,,,
LTBH_1508,BUILDING,BUILDING,400923.32N,0262513.50E,210.78,63.98,NO,,NO,,,,,,,,,,
LTBH_1509,BUILDING,BUILDING,400924.88N,0262511.19E,209.67,54.13,NO,,NO,,,,,,,,,,
LTBH_1510,BUILDING,BUILDING,400844.93N,0262610.63E,56.18,24.61,NO,,NO,,,,,,,,,,
LTBH_1511,BUILDING,BUILDING,400943.16N,0262441.59E,216.96,54.13,NO,,NO,,,,,,,,,,
LTBH_1512,MINARET,BUILDING,400926.12N,0262514.61E,218.18,54.13,NO,,NO,,,,,,,,,,
LTBH_1513,BUILDING,BUILDING,401010.62N,0262658.51E,235.33,14.76,NO,,NO,,,,,,,,,,
LTBH_1514,BUILDING,BUILDING,401010.70N,0262658.98E,238.60,14.76,NO,,NO,,,,,,,,,,
LTBH_1515,BUILDING,BUILDING,401010.12N,0262658.59E,237.00,14.76,NO,,NO,,,,,,,,,,
LTBH_1516,BUILDING,BUILDING,401010.24N,0262659.00E,248.00,24.61,NO,,NO,,,,,,,,,,
LTBH_1517,BUILDING,BUILDING,401009.68N,0262658.90E,239.67,14.76,NO,,NO,,,,,,,,,,
LTBH_1518,BUILDING,BUILDING,401009.41N,0262658.73E,238.26,14.76,NO,,NO,,,,,,,,,,
LTBH_1519,BUILDING,BUILDING,401009.61N,0262658.48E,236.74,14.76,NO,,NO,,,,,,,,,,
LTBH_1520,BUILDING,BUILDING,401010.24N,0262700.00E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1521,BUILDING,BUILDING,401009.85N,0262659.95E,243.46,14.76,NO,,NO,,,,,,,,,,
LTBH_1522,BUILDING,BUILDING,401009.61N,0262659.44E,241.23,14.76,NO,,NO,,,,,,,,,,
LTBH_1523,BUILDING,BUILDING,401009.80N,0262701.45E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_1524,BUILDING,BUILDING,401009.67N,0262701.68E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1525,BUILDING,BUILDING,401010.03N,0262701.88E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1526,BUILDING,BUILDING,401010.23N,0262702.02E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1527,BUILDING,BUILDING,401010.29N,0262702.47E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_1528,BUILDING,BUILDING,401010.49N,0262702.23E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_1529,BUILDING,BUILDING,401009.89N,0262702.66E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_1530,BUILDING,BUILDING,401009.50N,0262702.93E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1531,BUILDING,BUILDING,401009.72N,0262702.82E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_1532,BUILDING,BUILDING,401009.87N,0262704.04E,245.84,14.76,NO,,NO,,,,,,,,,,
LTBH_1533,BUILDING,BUILDING,401009.94N,0262703.57E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1534,BUILDING,BUILDING,401009.59N,0262704.31E,257.38,24.61,NO,,NO,,,,,,,,,,
LTBH_1535,BUILDING,BUILDING,401010.14N,0262704.23E,246.25,14.76,NO,,NO,,,,,,,,,,
LTBH_1536,BUILDING,BUILDING,401009.08N,0262705.01E,261.18,24.61,NO,,NO,,,,,,,,,,
LTBH_1537,BUILDING,BUILDING,401009.43N,0262704.76E,249.97,14.76,NO,,NO,,,,,,,,,,
LTBH_1538,BUILDING,BUILDING,401009.27N,0262704.68E,260.13,24.61,NO,,NO,,,,,,,,,,
LTBH_1539,BUILDING,BUILDING,401009.12N,0262705.60E,264.33,24.61,NO,,NO,,,,,,,,,,
LTBH_1540,BUILDING,BUILDING,401010.52N,0262709.08E,269.78,14.76,NO,,NO,,,,,,,,,,
LTBH_1541,BUILDING,BUILDING,401007.47N,0262703.17E,244.63,14.76,NO,,NO,,,,,,,,,,
LTBH_1542,BUILDING,BUILDING,401006.78N,0262701.66E,244.92,24.61,NO,,NO,,,,,,,,,,
LTBH_1543,BUILDING,BUILDING,401005.68N,0262702.58E,241.64,24.61,NO,,NO,,,,,,,,,,
LTBH_1544,BUILDING,BUILDING,401006.82N,0262708.62E,261.13,14.76,NO,,NO,,,,,,,,,,
LTBH_1545,BUILDING,BUILDING,401004.90N,0262707.39E,248.65,14.76,NO,,NO,,,,,,,,,,
LTBH_1546,BUILDING,BUILDING,401004.67N,0262707.71E,249.03,14.76,NO,,NO,,,,,,,,,,
LTBH_1547,BUILDING,BUILDING,401005.12N,0262707.77E,250.26,14.76,NO,,NO,,,,,,,,,,
LTBH_1548,BUILDING,BUILDING,401006.75N,0262702.26E,235.21,14.76,NO,,NO,,,,,,,,,,
LTBH_1549,BUILDING,BUILDING,400959.85N,0262726.38E,307.20,14.76,NO,,NO,,,,,,,,,,
LTBH_1550,BUILDING,BUILDING,400942.09N,0262834.56E,392.06,14.76,NO,,NO,,,,,,,,,,
LTBH_1551,BUILDING,BUILDING,400506.81N,0262711.44E,611.72,14.76,NO,,NO,,,,,,,,,,
LTBH_1552,BUILDING,BUILDING,400506.55N,0262712.08E,615.28,14.76,NO,,NO,,,,,,,,,,
LTBH_1553,BUILDING,BUILDING,400509.04N,0262711.33E,636.88,14.76,NO,,NO,,,,,,,,,,
LTBH_1554,BUILDING,BUILDING,400507.76N,0262717.10E,641.45,14.76,NO,,NO,,,,,,,,,,
LTBH_1555,BUILDING,BUILDING,400507.75N,0262717.69E,641.05,14.76,NO,,NO,,,,,,,,,,
LTBH_1556,BUILDING,BUILDING,400509.60N,0262717.17E,667.75,14.76,NO,,NO,,,,,,,,,,
LTBH_1557,BUILDING,BUILDING,400508.49N,0262715.92E,650.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1558,BUILDING,BUILDING,400722.55N,0262633.64E,194.07,14.76,NO,,NO,,,,,,,,,,
LTBH_1559,BUILDING,BUILDING,400723.55N,0262638.05E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1560,BUILDING,BUILDING,400722.50N,0262642.75E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1561,BUILDING,BUILDING,400721.58N,0262636.66E,178.81,14.76,NO,,NO,,,,,,,,,,
LTBH_1562,BUILDING,BUILDING,400717.98N,0262635.52E,208.02,14.76,NO,,NO,,,,,,,,,,
LTBH_1563,BUILDING,BUILDING,400713.08N,0262639.72E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_1564,BUILDING,BUILDING,400717.22N,0262640.11E,212.51,14.76,NO,,NO,,,,,,,,,,
LTBH_1565,BUILDING,BUILDING,400719.58N,0262652.41E,291.26,14.76,NO,,NO,,,,,,,,,,
LTBH_1566,BUILDING,BUILDING,400722.86N,0262705.80E,186.08,14.76,NO,,NO,,,,,,,,,,
LTBH_1567,BUILDING,BUILDING,400604.40N,0262430.75E,176.36,44.29,NO,,NO,,,,,,,,,,
LTBH_1568,BUILDING,BUILDING,400538.55N,0262436.02E,189.48,14.76,NO,,NO,,,,,,,,,,
LTBH_1569,BUILDING,BUILDING,400807.16N,0262538.82E,45.77,14.76,YES,RED,NO,,,,,,,,,,
LTBH_1571,BUILDING,BUILDING,400755.15N,0262525.19E,46.14,14.76,NO,,NO,,,,,,,,,,
